question_id	question_url	question_title	question_body	time_stamp	username	votes	favorites	tags
1019	https://health.stackexchange.com/questions/1019/is-hydrogen-peroxide-therapy-drinking-it-safe	Is hydrogen peroxide therapy (drinking it) safe?	I've found   which claim that drinking hydrogen peroxide is "very" healthy for detoxification of the body. But these sites lack credible references. As far as I remember from secondary school, oxygen is very reactive and can cause lungs cancer. I was searching for publications about "hydrogen peroxide therapy", but I haven't found anything. I also searched    Is that a reliable place for searching such topics? Is it safe to drink hydrogen peroxide according as these sites claim? Are there any more-credible publications about it?-b4446a	2017-04-13 23:11:42Z	Pills N Pillows	9	2	cancer, toxicity, hydrogen-peroxide, detox-purge
1017	https://health.stackexchange.com/questions/1017/olive-oil-versus-sunflower-oil	Olive oil versus sunflower oil	I wondered what was the best for the health. In general but also, I noticed that my sunflower oil indicates on its bottle that it shouldn't be cooked over 175 C, what happens if we do (by mistake for instance)?  I picked those two oils because this is the only ones I really know about, is there other good alternatives?    (on sustainability.stackexchange.com)-blo	2017-04-13 12:49:28Z	Community	3	1	nutrition, cooking, oil
1014	https://health.stackexchange.com/questions/1014/do-we-have-a-general-system-of-class-of-drugs-that-a-layman-can-understand	Do we have a general system of class of drugs that a layman can understand?	When I was reading the accepted answer in the   question, I noticed this phrase located in the second paragraph: I wonder what class of drugs we have. So I started researching and got to the   page on Drugs.com. But I don't understand a word. And even if I can understand them, there are so many classes that I cannot remember them all. Do we have another class system that is more general and less number of classes? If there is not, which classes should I know as a layman? : while I know nothing about medical, in my high school I used to study natural sciences very well, which include biology and chemistry.-	2017-04-13 12:53:20Z	Community	8	1	medication
1013	https://health.stackexchange.com/questions/1013/how-does-insulin-sensitivity-affect-weight-loss	How does insulin sensitivity affect weight loss?	What is the relationship between insulin sensitivity and weight loss?-	2015-05-19 14:31:58Z	jiniyt	5	0	nutrition, weight
1010	https://health.stackexchange.com/questions/1010/why-are-retinoids-applied-only-after-washing-the-face	Why are retinoids applied only after washing the face?	Is there a reason behind washing your face before applying retinoids? I do not know why this is required. Of course, assuming you haven't done anything dirty (like sweat) during the day.  This is also recommended for benzoyl peroxide.-	2015-06-01 11:09:05Z	jiniyt	4	0	dermatology, medications
1009	https://health.stackexchange.com/questions/1009/thiamin-quantity-in-kiwi-which-source-to-believe	Thiamin quantity in Kiwi - which source to believe? [closed]	I would like to know what is the Thiamin quantity in Kiwi. There are two websites:  which says that there is 0.027mg Thiamin in 100g of Kiwi  which says there is 0.006mg of Thiamin in 100g Kiwi So, one website claims the quantity is 4.5 times more than the other. Which information is more reliable and why? Is there any obvious reason that I am missing why there is such huge difference? I think the product name and quantity and units agree in both websites, so..?-	2015-05-19 09:18:51Z	camcam	2	0	nutrition, micronutrients
1002	https://health.stackexchange.com/questions/1002/effects-of-commuting-on-health	Effects of commuting on health	I've been trying to figure out whether or not my commute may be affecting my health in a major way. Does commuting have an effect on health in any way? If so, does it matter how long the commute is, what kind of transportation (bus, train, or car), or the time of day when commuting? I tried googling this but while I found several news articles, I haven't found links to studies and solid research.-	2015-12-02 22:24:57Z	Dave Liu	8	1	lifestyle, travel
999	https://health.stackexchange.com/questions/999/is-uv-light-necessary-for-vitamin-d-generation	Is UV light necessary for vitamin D generation?	As far as I know, glass blocks  . Do we generate vitamin D behind a glass window, if we sit in the sun?-	2015-07-29 08:29:38Z	Franck Dernoncourt	9	0	dermatology, micronutrients
994	https://health.stackexchange.com/questions/994/sex-as-a-generic-medical-treatment-modality	Sex as a generic medical treatment modality?	Sex therapy (including  ) is a treatment option for   issues - when there are problems and goals pertaining to sex itself. Sexual health tends to be studied from the angle of being on the 'receiving' end of health, merely being 'improved' as a benefit of good health, or hampered as a result of bad health. But I wonder whether there have been examples of, any research on, or plausible basis for, sex (whether just orgasm as the common denominator, specific sexual techniques similar to Tantra, and whether solo or with a partner) being a 'medical treatment' mechanism for anything  -sexual in nature also. In other words, considering the opposite - sex helping to not only improve health itself - but actually be a legitimate and studied   of (alternative) medical treatment for a whole range of scenarios whose goals have nothing to do with sex. I have no collated research to offer up-front in the question, but only one particular angle of inquiry of my own, which is that sexual activity is part of the   and that, given the involuntary and powerful nature of sexual function, perhaps it might assist in nervous system balance/repair/damage/even issues with PTSD/fight-or-flight sympathetic nervous system issues (e.g. maybe it is the strongest way to activate and train the parasympathetic system where a patient has issues relating to it), if studied. There are many studies that show sex (and especially intimate sexual activity with a partner) has many direct health benefits, proven mechanisms to relieve mental stress and certainly regulate hormones of the endocrine system which then has further beneficial domino effects itself. But is there basis to suspect it could do more? (Similar to well-understood exercise and body movement therapies having massive positive and thus often healing effects on the body?) Has this been studied at all? Obviously in our current society the principal reason for a lack of such study would be the cultural and 'moral' taboos associated with this idea - sex always being an end, but hardly ever a means.-	2016-11-11 14:37:47Z	Butterfly and Bones	16	2	treatment-options, benefits, endorphins, sex-therapy
988	https://health.stackexchange.com/questions/988/does-low-sugar-fat-intake-cause-short-term-memory-loss	Does low sugar/fat intake cause short term memory loss?	When on a strict diet (low carb or low fat), I heard that sometimes people find it hard to recollect things, even things they were thinking about a few minutes ago.  One instance, you might be going out so you know that you need to get your sunglasses, and by the time you reached reach your closet (say, in about 20-30 seconds) you forget what you were supposed to get.  Is this common? -	2015-05-17 00:30:54Z	anongoodnurse	2	1	diet
989	https://health.stackexchange.com/questions/989/increase-in-acne-during-weight-loss-is-it-normal	Increase in acne during weight loss. Is it normal?	I'm 100kg male. I'm losing 1kg-2kg per week with  cardio and diet. Recently I noticed an increase in acnes around my arm and back. Also my forehad is more oily than usual.  Are these changes normal for someone who is losing weight?  I am overweight because of junk food and I still eat junk food. 1/3 of my daily intake is chips, pizza etc. but it is limited to 500cal a day on average.-	2015-05-15 16:01:06Z	michaelpri	6	0	exercise
982	https://health.stackexchange.com/questions/982/how-accurate-is-the-saying-that-fat-loss-occurs-first-in-the-place-it-was-put-on	How accurate is the saying that fat loss occurs first in the place it was put on last, and vice versa?	I've heard that you lose fat in the areas it was last gained. Similarly, the last place you'll lose it is the area you first put on the weight. What is the reason behind this mechanism? Is it a myth?-	2015-05-15 13:53:42Z	jiniyt	3	1	nutrition, diet, weight
981	https://health.stackexchange.com/questions/981/does-it-become-harder-to-lose-weight-as-you-age	Does it become harder to lose weight as you age?	In general, the average person will experience worsening metabolism with age. What makes it harder to lose weight for someone who is 40 versus say 20 assuming that the only difference is their age?-	2015-05-15 13:47:56Z	jiniyt	9	1	nutrition, diet
977	https://health.stackexchange.com/questions/977/why-does-your-head-get-enough-blood-and-your-feet-dont-when-lifted-above-your-b	Why does your head get enough blood and your feet don't when lifted above your body?	When I lift my feet up they go numb and don't get enough blood I suppose.  Why isn't the same thing happening for my head in a normal upright posture?-	2015-05-15 12:41:38Z	Susan	8	1	blood-pressure, blood
976	https://health.stackexchange.com/questions/976/primary-bladder-neck-obstruction-treatment-or-cure	Primary bladder neck obstruction treatment or cure	What are primary bladder neck obstruction treatments or cures besides alphablockers or bladder neck incision? -	2017-03-13 01:03:29Z	Pills N Pillows	0	0	urology, anastomosis
975	https://health.stackexchange.com/questions/975/is-there-anything-anyone-can-do-to-decrease-the-symptoms-of-dysmenorrhea	Is there anything anyone can do to decrease the symptoms of dysmenorrhea?	Some women have mild discomfort with their menstrual periods; some have much more pain. Is there anything anyone can do to decrease the symptoms of dysmenorrhea?-	2017-03-29 12:56:23Z	Pills N Pillows	5	0	treatment-options, gynaecology, menstrual-cycle, pain-management, dysmenorrhea
973	https://health.stackexchange.com/questions/973/my-friend-accidentally-drank-camphor-water-and-also-swallowed-a-piece-of-camphor	My friend accidentally drank camphor water and also swallowed a piece of camphor [closed]	I searched for the   in google it is said that after taking directly by mouth in 5 to 90 minutes vomiting will be occurred and also in some case it will also include to death. -	2015-05-16 08:33:08Z	Shlublu	1	0	first-aid, poison
968	https://health.stackexchange.com/questions/968/what-are-the-health-risks-of-consuming-6-8-liters-1-5-2-gallons-of-water-daily	What are the health risks of consuming 6-8 liters (1.5-2 gallons) of water daily?	Are there any health risks of consuming large quantities of water at a time or throughout the day?-	2015-05-15 08:08:58Z	jiniyt	4	1	nutrition, diet, side-effects, water
966	https://health.stackexchange.com/questions/966/what-are-the-long-term-effects-of-dieting-and-maintaining-a-caloric-deficit	What are the long term effects of dieting and maintaining a caloric deficit?	Are there any negative health risks for dieters assuming that you take a multivitamin, and other required supplements daily? The caloric deficit would end once the goal weight is achieved, which is how diets usually work, but unfortunately they can take a year or so to end.-	2015-05-23 17:30:43Z	jiniyt	5	1	nutrition, diet, micronutrients
965	https://health.stackexchange.com/questions/965/what-are-the-weight-loss-benefits-of-splitting-meals-into-smaller-meals-througho	Is eating a meal with 2000 Calories at once any different from eating 4 times at 500 Calories?	I wonder if there any difference in how many times I eat per day? Let's say I eat one big meal in the morning at 2000 kcal (at 9am). Is that any different than having 4 meals at 500 kcal throughout the day (at 9am, 1pm, 5pm, 9pm)? I think I will be hungry by the end of the day if I eat just once in the morning. But I won't be hungry if I eat 4 times a day at smaller portions? How is that possible? Which way is it better to eat? Maybe twice a day at 1000 kcal? (9am and like 4pm?)-	2015-12-04 08:09:56Z	bodacydo	17	3	nutrition, calories
963	https://health.stackexchange.com/questions/963/what-would-the-blood-work-look-like-for-someone-on-a-very-high-protein-diet	What would the blood work look like for someone on a very high protein diet? [closed]	What will blood test results look like for someone on a very high protein diet consuming 1-2g of protein per pound of bodyweight? Is it healthy to maintain such a diet? -	2015-05-14 01:29:42Z	michaelpri	2	0	diet, side-effects, blood-tests
987	https://health.stackexchange.com/questions/987/natural-ways-to-quit-smoking	Natural ways to quit smoking	I have been smoking for the past three years and I have decided to quit smoking cold turkey. It has been three days now! I am used to smoking during breaks. The craving is the worst every time I even think about locking my computer screen. I have stopped taking breaks these days, but I can't work either. It is really disrupting things and I don't want to get back to smoking yet! I don't want to go on gums or patches. Is there something else that I can try? I am hoping some breathing exercises could help. Someone suggested eating chocolate or bananas helps. YEating in general is helping - I feel if I smell things (like chocolate or banana or cookies or anything) then the craving subsides. I want to know more about healthy natural ways of staying clean.-	2017-04-18 03:17:42Z	Pills N Pillows	10	0	smoking, nicotine, tobacco, breaking-habits, cravings
957	https://health.stackexchange.com/questions/957/what-are-the-different-eyesight-measures-and-how-are-they-related-to-each-other	What are the different eyesight measures and how are they related to each other?	While searching about laser surgery for my myopia, I came across different system to measure the quality of individuals' eye sight. When speaking about quality of eyesight, I am referring to the classic test where one has to read smaller and smaller symbols (usually letters or numbers). I found four different measures: : what are the (most used) measure of the quality eyesight and how do they relate to each other?-	2015-05-13 07:32:56Z	Taladris	9	0	eye, optometry
956	https://health.stackexchange.com/questions/956/how-long-will-it-take-to-show-the-signs-of-pregnancy-after-intercourse	How long will it take to show the signs of pregnancy after intercourse	How long will it take to show the signs of pregnancy after having intercourse without using any birth control method? Please assume the couple as fertile.  Ex:- Nausea with or without vomiting, Increased urination, Food aversions or cravings, Fatigue Thanks-	2015-05-14 04:45:34Z	Kushan Randima	9	3	pregnancy, sex, sexuality
955	https://health.stackexchange.com/questions/955/do-the-broken-mercury-thermometer-causes-any-health-problem-or-poisoning	Do the broken mercury thermometer causes any health problem or poisoning?	While using a mercury thermometer if it breaks and the mercury content in it is accidentally swallowed will it cause poisoning? and will it cause any long term effects or side effects on the body of the person swallowed it? -	2015-05-13 05:03:55Z	Akshay Vasu	5	2	side-effects, poison
954	https://health.stackexchange.com/questions/954/is-it-okay-to-make-a-child-drink-alcohol-when-they-have-a-cold	Is it okay to make a child drink alcohol when they have a cold?	I've seen a few people make their child drink alcohol when they have a cold. They believe that it can reduce the cold and cough. Is that true? If so, what is the right amount of alcohol the child can consume? In the case of my question, the child is 9 years old.-	2015-05-14 01:29:57Z	Sue	7	1	alcohol, pediatrics
953	https://health.stackexchange.com/questions/953/is-it-healthy-to-eat-the-stomachs-and-waste-organs-of-molluscs	Is it healthy to eat the stomachs and waste organs of molluscs?	In the interest of brevity, I'll denote 'molluscs' to mean the phylum that includes  .  Ought humans to avoid consuming the stomachs and other waste organs of such animals? Or do health benefits truly exist?  For example, mussels' stomachs are disgustingly black (or blackened green). The dross filtered from the water by molluscs, does it affect the nutrition value of bivalves? -	2016-09-24 11:27:41Z	Lou	2	0	nutrition, food-safety
952	https://health.stackexchange.com/questions/952/what-will-happen-to-my-body-if-i-do-not-sleep-at-all	What will happen to my body if I do not sleep at all? [closed]	What happens if I try to stay awake for as long as physically possible?-	2015-05-13 10:37:07Z	Dave Liu	3	0	sleep-deprivation
948	https://health.stackexchange.com/questions/948/does-having-more-muscles-influence-blood-pressure-measurement	Does having more muscles influence blood pressure measurement?	As stated in the title, do we have any evidence that having a big muscular arm influence BP measurement?-	2016-01-06 22:38:49Z	Franck Dernoncourt	9	1	blood-pressure, blood, measurement
945	https://health.stackexchange.com/questions/945/what-evidence-is-there-for-and-against-alternate-day-fasting	What evidence is there for and against Alternate Day Fasting?	I am looking into alternate day fasting (and it's variants such as the 5:2 diet and so forth) the internet is full of opinions and anecdotes and such but I would like to get my hands on some actual studies and facts both for and against if there are any. Thus: What evidence is there for and against Alternate Day Fasting? Ideally I am seeking papers published in respected journals, studies or a the very least some reasonably rigorous statistical evidences.-	2015-05-14 10:41:48Z	Matthew Brown aka Lord Matt	10	1	nutrition, diet
944	https://health.stackexchange.com/questions/944/how-long-is-infectious-mononucleosis-contagious	How long is infectious mononucleosis contagious?	The English Wikipedia article about   says about  : So according to this, you may be contagious for at most 78 weeks. The German Wikipedia article about this disease (Pfeiffer-Drsenfieber) says about  : This roughly translates to: The persistent viral disease reactivates itself frequently. Affected persons usually dont notice this, but in these periods the virus is contained in their saliva. So according to this, you may be contagious your whole life, but only periodically.-ew2cv9140n	2015-05-12 22:37:27Z	unor	8	0	disease, disease-transmission
941	https://health.stackexchange.com/questions/941/what-causes-sudden-stabbing-back-pain	What causes sudden stabbing back pain?	Many of us will have experienced a sudden intense back pain, often caused just by turning sharply or reaching for something rather than anything physically arduous. The pain gradually diminishes over the course of a few days and doesn't recur. I have Googled for information on this, but back pain is such an extensive area it's hard to make sense of the flood of information. A common theme seems to be  , but comments about this tend to be vague. So my question is: assuming there is no underlying medical condition, like a slipped disk, what exactly goes on when you experience this apparently random intense back pain?-	2015-05-12 09:30:06Z	John Rennie	8	0	pain, back
939	https://health.stackexchange.com/questions/939/how-to-recover-from-hepatitis	How to recover from Hepatitis? [closed]	If the symptoms of the hepatitis occurred to an individual; itchy skin, mild fever, loss of appetite, darkening of the urine, clay-colored stool and blur of the vision but after a few days those symptoms are gradually disappearing (I don't have itchy skin, my stool colour changed to normal, my urine is normal) and are replaced with mild fever as well as loss of the appetite, are these reduced symptoms indicative of near-recovery? If so, how could I continue this process?-	2017-02-10 05:50:19Z	Pills N Pillows	1	0	symptoms, recovery, hepatitis, blurry-vision, loss-of-appetite
937	https://health.stackexchange.com/questions/937/i-havent-been-truly-hungry-in-a-few-years	I haven't been truly hungry in a few years [closed]	I am starting to get a little concerned about something.  I haven't felt truly hungry in a few years.  I just eat because after a day or two of not eating I feel like the nutrients are necessary for my body, but it's not because I'm hungry. Just a little background I am in my early-mid 20's and 20-25 pounds overweight depending on the day. I have looked into this a little and a lot of the cases I have found are usually associated with going through a recent event that causes severe sadness or even depression.  However, I haven't really felt sad or depressed, so unless I am experiencing a more subtle form of depression/sadness I am guessing my problem is dietary. In terms of what it feels like: it's like I always have a partially digested meal in my body even after a few days or not eating.  I am by no means well educated in this field, but the only two things I could think of are that either my metabolism is extremely slow, or that there is just something "clogging" my system. I am just looking for some possible explanations and solutions to what might be causing this.-	2015-05-12 04:55:13Z	user469	6	2	diet
934	https://health.stackexchange.com/questions/934/sleeping-position-with-hepatitis-a	Sleeping position with Hepatitis A	My girlfriend just got discharged from the hospital after being treating for Hepatitis A for a week. Now she is being asked to take care regarding the food she eats and not exert pressure on liver. Her mom keeps asking her to sleep straight and not the way usually she sleeps. She's unable to fall asleep straight, so we wanted to know that if sleeping is actually a concern an are there specific ways you should lie down during Hepatitis?-	2015-05-13 11:06:15Z	michaelpri	4	0	sleep, liver, position
932	https://health.stackexchange.com/questions/932/can-electroconvulsive-therapy-help-us-to-forget-our-memories	Can ElectroConvulsive Therapy help us to forget our memories?	I need to know whether a person can get rid of his/her past(need selective memory loss) say 5-6 months through ElectroConvulsive Therapy. Otherwise the question can be posed as "Can the ElectroConvulsive Therapy take out a person's memory?" If yes, how far is that possible? If ECT can cause memory loss, explain it in detail-	2015-05-12 16:21:42Z	anonymous	5	0	brain, depression, cognitive-science
946	https://health.stackexchange.com/questions/946/prevent-foot-cramp-from-standing-at-workspace	Prevent foot cramp from standing at workspace	I've made myself a standing workspace (because of getting strain injuries from sitting). Everything was going well until I started getting cramps in my feet.  I first noticed this while swimming. It looks as though the tendon running along the sole of the foot is being constantly stretched. Can anyone think of a good solution? I'm thinking of something like the mats they use at Dojos, something that the foot would sink into enough that it is supported everywhere, but I can't find any product that fits my needs.-	2016-09-07 15:55:46Z	Adamawesome4	2	0	pain, musculoskeletal-system, feet
929	https://health.stackexchange.com/questions/929/are-there-any-proven-benefits-of-electric-toothbrushes-over-manual-toothbrushing	Are there any proven benefits of electric toothbrushes over manual toothbrushing?	Advertising has extolled the benefits of electric-powered toothbrushes for decades now, and dentists seem to prefer certain brands over others, some even selling them in their offices. In almost every home I know of (including mine), someone uses an electric toothbrush.  has been shown to be an important factor in the risk of oral cancer, and gingivitis is a source of chronic inflammation. But, is the incidence of gingivitis decidedly decreased with electric toothbrushes? Are there really any long-term benefits associated with electric toothbrushes?  Please, no "my dentist told me my oral health was much better" anecdotes. :)-	2017-02-16 23:21:14Z	Butterfly and Bones	18	3	benefits, brushing-teeth, toothbrush, gingivitis, brands
925	https://health.stackexchange.com/questions/925/do-adult-braces-have-a-medical-need-beyond-cosmetics	Do adult braces have a medical need beyond cosmetics?	While middle/upper-class American parents often have their children get braces as teenagers, an adult getting braces out of his/her own volition could be viewed as a sign of vanity, much like plastic surgery. While in most communities, braces are seen as more socially acceptable than plastic surgery, both involve modifying the body to improve outward appearance to gain the attraction and respect of others.  Do adult braces have a medical needs, are are they purely to alter cosmetic appearance?-	2017-03-07 11:32:55Z	Pills N Pillows	14	3	dentistry, cosmetics, dental-braces, teeth-alignment
922	https://health.stackexchange.com/questions/922/can-we-erase-problematic-memories-to-aid-recovery-from-depression	Can we erase problematic memories to aid recovery from depression?	How does someone with depression move forward when memories are so painful for them?  It seems that memories might hold someone back from recovery from depression, especially when those memories seem to take so prominent a position in the depressed person's thoughts.  Is there any method to erase memories, for example, of the last year in someone's life? Are memories stored in short-term or long-term memory?  Do memories impede recovery from depression?  Is so, why isn't memory loss a target of therapy?-	2015-05-10 11:44:51Z	anongoodnurse	13	1	depression, cognitive-science
921	https://health.stackexchange.com/questions/921/minimum-treatment-needed-as-per-my-full-mouth-xray	Minimum treatment needed as per my full mouth xray [closed]	I was facing tooth decay problem, to cure it my dentist suggested me to get a full mouth x-ray, here it is: Based on X-ray he is suggesting that I need these treatments: Considering that cost of all these treatments is high, I want suggestions on minimum treatment needed. Please suggest-	2015-05-10 07:32:32Z	Devarshi	1	0	dentistry
920	https://health.stackexchange.com/questions/920/do-we-produce-vitamin-d-in-the-shade	Do we produce Vitamin D in the shade?	Do our bodies produce Vitamin D in the shade? If so, what is the percentage decrease in the amount of Vitamin D produced compared to full exposure to sunlight? For example, sitting outside in the sun will result in the production of x units of Vitamin D.  If the same person then sits under an umbrella, what percentage of x (if any) will they produce?-	2016-01-03 17:00:43Z	YviDe	17	1	dermatology, micronutrients
919	https://health.stackexchange.com/questions/919/what-needs-to-be-exposed-for-the-body-to-produce-vitamin-d	What needs to be exposed for the body to produce Vitamin D?	What parts of the body need to be exposed to sunlight for the body to produce Vitamin D? Some say it's the skin, some say it's the eyes, and some say it's a combination. The most common answer I have received from doctors is that "it's just the skin, not the eyes" (although I have heard all three from them).  But I remember seeing a television show that talked about dramatic increase in disease of indigenous people living near the Amazon river when they started wearing sunglasses provided introduced by non-natives.  The investigators came to the conclusion that the disease was most likely caused by the introduction of the sunglasses because they were preventing the production of Vitamin D. Naturally, I take anything I hear, see, or read with a grain of salt (especially from the boob tube), but that TV show made an impression, for whatever reason. Is there any truth to it? Although good for the eyes, does wearing sunglasses reduce the amount of Vitamin D we produce?-	2015-05-10 01:42:55Z	RockPaperLizard	9	2	dermatology, eye, micronutrients
918	https://health.stackexchange.com/questions/918/are-there-studies-of-detriments-to-using-deodorants	Are there studies of detriments to using deodorants?	Specifically, I'm looking at Old Spice and Axe sprays. The labels warn that users should not inhale the fragrance (ironic given its purpose), but what are the consequences of prolonged inhalation?-	2015-05-09 23:32:17Z	Dave Liu	1	0	deodorant, inhalation
914	https://health.stackexchange.com/questions/914/what-are-some-good-natural-fruits-or-vegetables-to-eat-after-a-marathon-and-why	What are some good natural fruits or vegetables to eat after a marathon and why?	I've heard that watermelon can decrease soreness, but I don't know if that's proven. I'd love to hear about other produce that help the body recover.-	2015-05-09 01:53:23Z	Dave Liu	3	0	diet, vegetable
924	https://health.stackexchange.com/questions/924/how-to-stop-or-even-reverse-cavities	How to stop or even reverse cavities?	This is not a question that requires any knowledge of dentistry. All I ask for is your personal experience. What do you in case of a cavity and don't want to go dentist because you fear the side effects of drilling?-	2015-05-10 15:50:01Z	michaelpri	4	4	dentistry
912	https://health.stackexchange.com/questions/912/whats-the-best-body-position-for-measuring-the-blood-pressure	What's the best body position for measuring the blood pressure?	Does the position of my arm and body matter? If yes, then how?  What's the best body position for measuring the blood pressure?-	2015-05-09 00:33:31Z	Aquarius_Girl	5	0	blood-pressure
908	https://health.stackexchange.com/questions/908/are-all-sugars-detrimental-to-health-when-consumed-in-the-quantity-of-common-pro	Are all sugars detrimental to health when consumed in the quantity of common processed foods?	Are fructose, glucose, and high fructose corn syrhop all damaging to health if consumed in portions common to processed foods? I hope for some clarification on what types of sugars are not found in nature and which are synthetic and damaging to one's health and encourages fat cell development.-	2015-05-17 10:13:13Z	201044	5	1	nutrition, sugar, glucose
906	https://health.stackexchange.com/questions/906/natural-testosterone-booster-intakes	Natural testosterone booster intakes?	I'm wondering if there are natural substances to boost testosterone levels? WebMD has an   about boosting testosterone, but it's mainly about managing lifestyles. Mercola also has a   about this topic that does mention some things like vitamin D, zinc, healthy fats, low sugar. Are there natural foods/berries/fruits/edibles that can be taken regularly that have the net effect of increasing testosterone?-	2015-05-08 22:31:55Z	Dave Liu	10	2	natural-remedy, testosterone
913	https://health.stackexchange.com/questions/913/taking-supplements-space-out-my-vitamin-a-and-the-others	Taking Supplements - space out my Vitamin A? And the others?	Each day I take a multi-vitamin and a cod liver oil tablet (along with creatine and L-Glutamine). Both of these tablets claim to contain 100% RDA (Recommended Daily Amount) of Vitamin A. I take these last thing at night (except the creatine which is before/after workout). I believe that too much Vitamin A is not good for you, and going above the RDA by twice as much of anything probably isn't a good idea. But there is no way to avoid it as both capsules have 100% RDA. Am I risking damaging my kidneys by giving them too much Vitamin A to process in one go? Should I take the cod liver oil in the morning, and the multivitamin in the evening? Or vice-versa?-	2015-05-08 13:43:26Z	VictorySaber	8	1	micronutrients
903	https://health.stackexchange.com/questions/903/what-could-cause-waking-up-every-night-with-extreme-tingling-to-either-left-arm	What could cause waking up every night with extreme tingling to either left arm, left leg, or both left arm and leg? [closed]	Been waking up for the past few nights, almost every night (Interrupted from sleep), with extreme tingling to either left arm, left leg, or both left arm and leg.. Sometimes, it's accompanied with the feeling like the heart will stop... The doctors ordered an ECG (Electrocardiogram), blood tests, etc.. and they all came back perfect. (Except for AST {aspartate aminotransferase}, or SGOT {Serum glutamic oxaloacetic transaminase} which came back rather high.) Any possible reasons?-	2015-05-08 03:13:58Z	JohnP	1	0	blood-tests, numbness, diagnostics
902	https://health.stackexchange.com/questions/902/what-is-rock-salt-is-it-helpful-for-diabetics	What is rock salt? Is it helpful for diabetics?	I am a type-2 diabetic on oral medications (not insulin). On the recommendation of a relative, I started using rock salt in my food. Now, I have few questions on consumption of rock salt. Here's an  .-	2015-06-02 00:17:47Z	Sue	10	1	nutrition, diabetes, food-safety
900	https://health.stackexchange.com/questions/900/is-avocado-leaf-tea-potentially-harmful-to-humans	Is avocado leaf tea potentially harmful to humans?	There is an article about  . However, on   states that "avocado leaves are documented to be harmful to animals." Does this imply avocado tea would be harmful to humans? If not, are there any health benefits of avocado tea?-	2015-05-08 22:17:20Z	Dave Liu	3	0	nutrition, tea, fruits
901	https://health.stackexchange.com/questions/901/what-does-prognostic-significance-mean-exactly	What does “prognostic significance” mean exactly?	I am trying to more fully understand a pathologist report and do not know what "Prognostic Significance" means. Example...-	2015-05-08 11:24:49Z	Susan	7	0	cancer, terminology
895	https://health.stackexchange.com/questions/895/is-there-a-best-time-of-the-day-to-measure-blood-pressure	Is there a best time of the day to measure blood pressure?	Does it even matter if I measure my blood pressure at night or in morning or during lunch time? What is the best time of the day to measure blood pressure?-	2015-05-07 10:09:26Z	Aquarius_Girl	8	0	blood-pressure
894	https://health.stackexchange.com/questions/894/what-are-the-natural-and-healthy-ways-to-increase-blood-sugar	What are the natural and healthy ways to increase blood sugar?	Some relatives of mine have low blood sugar. Doctor told them to eat table sugar whenever they get a feel of low blood sugar. AFAIK table sugar is not good for health.-	2015-09-10 09:04:40Z	Susan	5	0	nutrition, blood-tests, endocrinology
893	https://health.stackexchange.com/questions/893/can-vegan-or-vegetarian-diets-have-a-positive-effect-on-people-with-diabetes	Can vegan or vegetarian diets have a positive effect on people with diabetes?	Can a vegan or vegetarian diet help people treat their diabetes, or at least have a positive effect on them? Why?-	2015-07-20 04:36:41Z	michaelpri	8	1	nutrition, diabetes, vegetarianism
892	https://health.stackexchange.com/questions/892/how-much-alcohol-intake-is-required-to-trigger-withdrawal	How much alcohol intake is required to trigger withdrawal?	Daily heavy alcohol users frequently experience a   if they suddenly stop drinking. Im pretty confident that 2 standard drinks per day is rarely enough to trigger withdrawal, and those who drink 8-10/day almost always experience some withdrawal, but Im not clear on where the line is. I realize there is a lot of inter-individual variability in this, but Im wondering if it has been investigated systematically. The duration of use clearly also affect this.*  Ideally, I would like to see a 3D graph showing the likelihood of withdrawal (at some threshold level of severity) according to daily dosage and length of exposure. Not being confident that this exists, any studies looking into the threshold daily intake required to trigger withdrawal would be welcome.-07851c0e7d	2015-05-07 10:33:17Z	Susan	8	0	alcohol, recreational-drugs
891	https://health.stackexchange.com/questions/891/what-is-the-way-to-get-rid-of-the-redness-that-appears-on-the-skin-immediately-a	What is the way to get rid of the redness that appears on the skin immediately after threading the upper lips?	I have the combination skin. Skin becomes visibly red after threading the upper lips. What is the way to get rid of the redness that appears on the skin immediately after threading the upper lips?-	2015-05-07 07:44:29Z	Aquarius_Girl	4	0	dermatology
887	https://health.stackexchange.com/questions/887/how-to-devise-therapies-using-neuromotor-task-training-for-a-child-with-writing	How to devise therapies using neuromotor task training for a child with writing problems?	I would like to devise therapies for a child with writing difficulties. This child has developmental coordination disorder (DCD), therefor he has problems with his fine motor skills.  I would like to treat this child using neuromotor task training, but I struggle to integrate this therapy into fun games.  I thought about using a sandbox and having the child draw circles using a stick. But I struggle with finding a way I could make it more or less difficult for the child.-	2015-05-07 01:08:19Z	anongoodnurse	3	0	treatment-options, disorders
886	https://health.stackexchange.com/questions/886/why-is-the-percentage-of-daily-value-for-sugar-omitted-on-us-nutrition-facts-lab	Why is the percentage of daily value for sugar omitted on US Nutrition Facts labels?	Why does the   category not have a %DV column on US   Labels? On Nutrition Facts labels in the US, almost every major category of nutrient has a daily value. Sugars, which appears in many foods, has no daily value recommendation. I find this rather surprising, especially because of how much sugar impacts the nutritional value of a food. -	2015-05-07 15:52:05Z	Owen Johnson	7	1	nutrition, sugar
